Brands,Model,Price,money_off,discount,Internal Storage,Solid State Storage,Display,Shop,Shop Type,Video Memory,JingDong,href,used,Display_type,Processor,Version,Touch control,Screen size,Sale,Favorable rate
联想,小新Pro13,3999,3000,300,16G,512G, ,联想众信授权专卖店,0, ,0,//item.jd.com/48834920995.html,0,0,R7, ,0,,2200,96
惠普,星14青春版,2599,2000,100,8G,256G, ,惠普鑫强利达专卖店,0, ,0,//item.jd.com/65612287888.html,0,0,R3, ,0,,1000,98
联想,拯救者R7000,5499,,,8G,256G,GTX1650,联想授权旗舰店,0,4G,0,//item.jd.com/28316606259.html,0,1,i7, ,0,15.6,6900,97
GPD,p2,4959,,,16G,512G, ,GPD笔记本官方旗舰店,0, ,0,//item.jd.com/50817004683.html,0,0,, ,1,8.9,1800,96
联想,,3449,,,8G,256G, ,联想授权旗舰店,0, ,0,//item.jd.com/36324360008.html,0,0,R5,一代,0,14,2000,99
宏碁,墨舞EX215,3289,,,4G,1024G, ,宏碁商用京东自营旗舰店,1,8G,0,//item.jd.com/100008348514.html,0,1,i5,十代,0,15.6,300,77
宏碁,新蜂鸟3,5599,,,8G,512G,MX350,宏碁京东自营旗舰店,1, ,1,//item.jd.com/100011720480.html,0,0,i5, ,0,,200,84
惠普,星14,4899,4980,600,8G,512G,MX330,惠普康特专卖店,0,2G,0,//item.jd.com/37275731266.html,0,1,i5,十代,0,14,500,97
联想,拯救者R7000,4999,5000,600,16G,1024G,GTX1650,联想电脑授权专卖店,0,4G,0,//item.jd.com/54250941032.html,0,1,R5, ,0,15.6,700,92
联想,S2,7399,,,8G,512G, ,ThinkPad京东自营官方旗舰店,1, ,0,//item.jd.com/64145507370.html,0,0,i7,十代,0,13.3,200,84
联想,S2,2899,3000,200,4G,128G, ,ThinkPad定制版专卖店,0,4G,0,//item.jd.com/11393447962.html,0,0,i3, ,0,13.3,2300,99
联想,小新13,3699,3000,300,8G,256G,MX350,联想育新授权专卖店,0,2G,0,//item.jd.com/42209763226.html,0,1,i5,十代,0,13.3,1200,98
华为,MateBook13,4699,,,,512G, ,科族数码专营店,0, ,0,//item.jd.com/67664942018.html,0,2,R5, ,1,13,60,89
联想,扬天V15,3799,3000,300,8G,1024G,MX110,联想扬天京东自营授权旗舰店,1,2G,0,//item.jd.com/61216591844.html,0,1,i5, ,0,15.6,100,97
微软,Surface,8358,,,8G,128G, ,微软京东自营官方旗舰店,1, ,0,//item.jd.com/100005584115.html,0,0,R5, ,1,15,90,95
联想,扬天V15,4599,5000,600,8G,1024G,MX110,联想扬天京东自营授权旗舰店,1,2G,0,//item.jd.com/50203346545.html,0,1,i7, ,0,15.6,100,94
联想,ideaPad14s小新青春2020,2949,2020,400,8G,512G,MX330,联想有点授权专卖店,0,8G,0,//item.jd.com/42861995276.html,0,1,i5,一代,0,,200,100
联想,新品小新AIR14,4949,2000,200,8G,512G,MX350,联想航电授权专卖店,0, ,0,//item.jd.com/14541812608.html,0,1,i7,十代,0,14,8000,96
Apple,MacBook,10288,,,,512G, ,APPLE翔合专卖店,0, ,0,//item.jd.com/69173845286.html,0,0,i5,八代,0,13.3,0,100
联想,S2,6699,2000,100,8G,512G, ,ThinkPad京东自营旗舰店,1, ,0,//item.jd.com/100011410520.html,0,0,i7,十代,0,13.3,90,80
机械师,逐空T58青春版,5699,,,8G,512G,GTX1650,机械师京东自营旗舰店,1,4G,0,//item.jd.com/100006705453.html,0,0,i5,十代,0,15.6,10,100
雷神,五代新911,8099,,,16G,512G,GTX1660,雷神京东自营官方旗舰店,1, ,1,//item.jd.com/100007018348.html,0,0,i7,五代,0,16.6,1400,97
惠普,MX250满血版2G独显、金属机身、1.85KG/1.79CM轻薄便携机身、B&O丹麦音响、5.5MM,4799,5000,600,8G,256G,MX250,惠普电脑授权专卖店,0,2G,0,//item.jd.com/33283333769.html,0,1,i5,十代,0,15,100,97
戴尔,燃5000灵越5493,4019,1000,20,8G,512G,MX230,戴尔金盛专卖店,0, ,0,//item.jd.com/21058982449.html,0,0,i5,十代,0,14,100,95
格莱富,grefu,1348,100,10,6G,256G, ,格莱富电脑旗舰店,0,5G,0,//item.jd.com/42607525548.html,0,0,,八代,0,15.6,40,93
惠普,,4199,3000,300,8G,256G, ,惠普蓝星专卖店,0, ,0,//item.jd.com/32673068320.html,0,0,i5, ,0,14,50,94
小米,MX250,6699,100,20,16G,1024G,MX250,小米阳光专卖店,0, ,0,//item.jd.com/42231529829.html,0,0,i7, ,0,15.6,70,100
宏碁,S50,3999,,,8G,512G,MX350,宏碁Acer硕和专卖店,0, ,0,//item.jd.com/43539646608.html,0,0,i5,十代,0,15.6,50,96
技嘉,到手价13499！240Hz丨3mm窄边框丨94W,10499,10000,1000,8G,, ,技嘉游戏本京东自营旗舰店,1, ,0,//item.jd.com/66751670026.html,0,1,i7, ,0,15.6,3,100
惠普,星15青春版,5299,,,8G,1024G,MX330,惠普汇通专卖店,0, ,0,//item.jd.com/68467927048.html,0,0,,一代,0,15.6,0,100
联想,,3799,,,8G,512G, ,联想授权旗舰店,0, ,0,//item.jd.com/69858760127.html,0,0,R5,十代,0,14,0,100
机械革命,S1,4759,100,10,16G,512G,MX350,机械革命旗舰店,0, ,0,//item.jd.com/56690915171.html,0,1,i5,十代,0,14,10,87
雷神,十代i7-10750H,6299,,,8G,512G,GTX1650,雷神京东自营官方旗舰店,1, ,1,//item.jd.com/100006650175.html,0,0,i7,三代,0,15.6,1100,95
宏碁,墨舞EX215,2099,,,4G,128G, ,宏碁商用京东自营旗舰店,1, ,0,//item.jd.com/100012696986.html,0,0,, ,0,15.6,70,100
华为,MateBook13,4699,,,16G,512G, ,华为新通路专卖店,0, ,0,//item.jd.com/68538062580.html,0,0,R5, ,0,13,70,97
宏碁,墨舞X45,4189,,,8G,512G, ,宏碁商用京东自营旗舰店,1, ,0,//item.jd.com/100002942743.html,0,0,i5, ,0,14,200,98
VAIO,SX14,16588,,,16G,1024G, ,VAIO京东自营旗舰店,1, ,0,//item.jd.com/100006008785.html,0,0,i7, ,0,14,80,87
惠普,光影精灵5plus,4799,5000,600,4G,512G, ,惠普华辉专卖店,0,8G,0,//item.jd.com/44086489053.html,0,1,i5, ,0,15.6,600,98
LG,gram20,8999,,,8G,512G, ,LG笔记本电脑京东自营旗舰店,1,8G,0,//item.jd.com/100011517228.html,0,0,i5,十代,0,17,70,90
华硕,飞行堡垒7,5599,,,8G,512G,GTX1650,华硕京东自营官方旗舰店,1, ,0,//item.jd.com/100005011386.html,0,0,i5,九代,0,,10000,92
中柏,EZbookS5,999,,,6G,64G, ,中柏平板京东自营旗舰店,1, ,0,//item.jd.com/100013262922.html,0,0,, ,0,14,60,88
联想,小新智能键盘R1,49,,,,, ,联想京东自营旗舰店,1, ,0,//item.jd.com/100001699195.html,0,0,, ,0,,10000,94
华为,MateBook13,5988,,,16G,512G, ,华为千百回专卖店,0, ,0,//item.jd.com/56015296628.html,0,1,i5,十代,1,13,2300,98
华为,MateBook14,6388,,,16G,512G,MX350,华为康特专卖店,0, ,0,//item.jd.com/58830629269.html,0,0,i5,十代,1,,800,97
联想,标配i5-1035G1/8G/256G,3749,2980,300,8G,256G,MX350,联想授权旗舰店,0,2G,0,//item.jd.com/28712276704.html,0,1,i5,十代,0,14,2800,97
海尔,haier,1887,618,28,8G,128G, ,海尔奈朵专卖店,0, ,0,//item.jd.com/68979362435.html,0,0,, ,0,14,60,96
宏碁,墨舞X45,4999,,,8G,512G, ,宏碁商用京东自营旗舰店,1, ,1,//item.jd.com/100004697882.html,0,0,i7, ,1,14,60,100
VAIO,SX14,13888,,,16G,512G, ,VAIO京东自营旗舰店,1, ,1,//item.jd.com/100010816656.html,0,0,i7, ,0,14,50,91
联想,扬天V15,3589,3000,300,8G,1152G,MX110,联想扬天京东自营授权旗舰店,1,2G,0,//item.jd.com/61216591843.html,0,1,i5, ,0,15.6,100,98
华为,MateBook13,6988,,,16G,512G, ,华为康特专卖店,0, ,0,//item.jd.com/62624098642.html,0,1,R5,十代,1,,200,98
惠普,EliteBook745,5699,,,8G,745G, ,惠普京东自营官方旗舰店,1, ,1,//item.jd.com/100007124066.html,0,0,R5, ,0,14,400,94
ROG,枪神3,12499,3000,1000,16G,1024G, ,ROG京东自营官方旗舰店,1,6G,0,//item.jd.com/100005523703.html,0,0,i7,九代,0,15.6,200,100
联想,X1,9999,,,8G,512G, ,ThinkPad京东官方自营旗舰店,1,8G,0,//item.jd.com/68505498366.html,0,0,i5, ,0,14,10,100
戴尔,成就5590,5699,2000,100,8G,512G, ,戴尔卓越专卖店,0,2G,0,//item.jd.com/11095833323.html,0,1,i7,十代,0,15.6,1800,99
联想,手提办公本超极本pro酷睿十代i5-10210U,3599,3888,300,8G,512G,MX350,联想西南授权专卖店,0, ,0,//item.jd.com/35205614902.html,0,1,i5,十代,0,13.3,600,95
戴尔,灵越5584燃5000,3199,,,8G,256G, ,戴尔天赐专卖店,0,8G,0,//item.jd.com/10365743415.html,0,0,, ,0,14,300,97
小米,全金属机身/增强版酷睿I5处理器/MX250高性能显卡低至2x99,4689,100,20,8G,512G,MX250,小米阳光专卖店,0, ,0,//item.jd.com/56524658924.html,0,1,i7,十代,0,14,300,97
华为,MateBookD,5088,,,8G,512G, ,华为京东自营官方旗舰店,1, ,0,//item.jd.com/100010903942.html,0,1,i5, ,0,,1400,94
华为,MateBookX,12988,,,16G,1024G, ,华为京东自营官方旗舰店,1, ,0,//item.jd.com/100012038786.html,0,1,i7,十代,1,13.9,300,92
联想,Y9000X,10999,,,16G,1024G, ,联想京东自营旗舰店,1, ,0,//item.jd.com/100009083138.html,0,0,i7, ,0,15.6,2000,92
宏碁,墨舞EX214,4299,,,8G,512G,MX250,宏碁商用京东自营旗舰店,1, ,0,//item.jd.com/100011051310.html,0,0,i5, ,0,14,1100,94
联想,T590,8999,,,8G,512G, ,ThinkPad京东自营官方旗舰店,1, ,0,//item.jd.com/56048117060.html,0,2,i7, ,0,15.6,100,95
机械师,全面屏轻薄本十代i7-10510U/MX350,4889,5000,300,8G,512G,MX350,MACHENIKE机械师旗舰店,0, ,0,//item.jd.com/65705508546.html,0,1,i7,十代,0,15.6,50,100
华硕,VivoBook14,5699,,,8G,32G, ,华硕电脑京东自营官方旗舰店,1, ,0,//item.jd.com/68204566246.html,0,1,i5, ,0,14,50,100
华为,MagicBook201,3549,1000,30,8G,512G, ,荣耀华晶威业专卖店,0, ,0,//item.jd.com/60671841224.html,0,2,R7,八代,0,14,800,97
天宝,R8,1188,2000,30,8G,128G, ,天宝电脑旗舰店,0,8G,0,//item.jd.com/17928948059.html,0,0,i7,四代,0,15.6,1700,97
机械革命,机械革命S2/S1Pro,2999,3000,300,8G,512G,MX350,机械革命旗舰店,0, ,0,//item.jd.com/30909316520.html,0,1,R5,十代,0,,1100,98
小米,RedmiBook,2689,1000,20,4G,256G, ,小米丽邦基业专卖店,0, ,0,//item.jd.com/69028261140.html,0,0,i3, ,0,14,70,100
联想,IdeaPad15s,4599,,,8G,512G, ,联想电脑授权专卖店,0,2G,0,//item.jd.com/54157770314.html,0,1,,十代,0,15.6,80,89
格莱富,grefu,1148,100,10,6G,128G, ,格莱富电脑旗舰店,0,5G,0,//item.jd.com/42434354885.html,0,0,,八代,0,15.6,100,89
联想,E490,4599,,,8G,256G, ,ThinkPad东南授权专卖店,0,2G,0,//item.jd.com/37175290891.html,0,1,i5, ,0,14,80,100
联想,ThinkBook14s,5299,,,8G,512G, ,ThinkPad华南授权专卖店,0, ,0,//item.jd.com/10807730936.html,0,0,i5, ,0,14,500,98
联想,Y9000X,15999,,,,32G, ,联想京东自营旗舰店,1, ,0,//item.jd.com/100009083144.html,0,0,i9, ,0,15.6,1100,93
戴尔,灵越3000,3079,,,16G,128G, ,戴尔天赐专卖店,0, ,0,//item.jd.com/10453386710.html,0,0,, ,1,,10,100
海尔,活动期间下单即享30,1668,,,4G,64G, ,海尔电脑旗舰店,0,8G,0,//item.jd.com/12947127033.html,0,0,, ,0,14,400,97
联想,S740,5499,,,16G,512G,MX250,联想京东自营旗舰店,1, ,0,//item.jd.com/100011240208.html,0,1,i5,十代,0,14,600,85
宏碁,墨舞P40,4489,,,8G,512G,MX230,宏碁商用京东自营旗舰店,1, ,0,//item.jd.com/100011046098.html,0,1,i5, ,0,14,50,95
麦,金麦6,2099,2000,200,8G,512G, ,麦本本旗舰店,0, ,0,//item.jd.com/39766392071.html,0,0,, ,0,13.3,300,96
宏碁,宏基墨舞EX215,2899,3000,300,8G,512G,MX230,宏碁沃美嘉专卖店,0,2G,0,//item.jd.com/61106385556.html,0,1,i5,十代,0,15.6,100,97
宏碁,墨舞EX214,3689,,,8G,256G, ,宏碁商用京东自营旗舰店,1, ,0,//item.jd.com/100011051302.html,0,0,i5, ,0,14,100,100
外星人,吃鸡爆款15寸i7-6700,5388,4499,100,8G,256G,GTX970,优选二手电脑专营店,0, ,0,//item.jd.com/50990512243.html,1,0,i5, ,0,15,100,86
联想,S550全新2020,3698,,,8G,512G, ,联想扬天航电授权专卖店,0, ,0,//item.jd.com/44989259279.html,0,0,R5, ,0,14,100,100
戴尔,灵越5493燃5000,3199,3000,300,8G,512G, ,戴尔速达专卖店,0,8G,0,//item.jd.com/11038818383.html,0,1,i5,十代,0,14,600,99
联想,X395,4599,,,8G,512G, ,ThinkPad定制版专卖店,0, ,0,//item.jd.com/10051460175.html,0,0,R7, ,0,13.3,600,98
微软,抢888红包/原装触控笔/Arc,6518,,,8G,128G, ,微软升昌专卖店,0, ,0,//item.jd.com/58931100699.html,0,0,i5, ,1,,700,99
戴尔,灵越5000,4099,3000,300,,1024G,MX230,戴尔佳富惠呈专卖店,0, ,0,//item.jd.com/33591698226.html,0,0,i5,十代,0,14,500,97
得峰,还享晒单返50,1419,100,10,8G,128G, ,得峰旗舰店,0, ,0,//item.jd.com/22385475681.html,0,0,, ,0,14,100,94
华硕,飞行堡垒7代/飞行堡垒8代十代酷睿处理器144Hz/120Hz,5999,,,4G,512G,GTX1650,华硕智凝专卖店,0,8G,0,//item.jd.com/46674015740.html,0,1,i7,十代,0,,500,99
惠普,光影精灵5plus,7199,5000,100,16G,1024G,GTX1650,惠普授权旗舰店,0,4G,0,//item.jd.com/49097402049.html,0,0,R7, ,0,,1200,98
小米,RedmiBook,3119,2000,290,8G,512G,MX250,天泰数码专营店,0, ,0,//item.jd.com/65576312077.html,0,0,i5,十代,0,14,800,99
联想,ThinkBook14s,5599,6000,1400,8G,512G, ,ThinkPad京东官方自营旗舰店,1, ,1,//item.jd.com/56280907639.html,0,1,i7, ,0,14,300,91
神舟,战神K670,4019,100,20,8G,,MX250,神舟电脑旗舰店,0,2G,0,//item.jd.com/29504748503.html,0,0,i5,九代,0,,600,98
小米,i7-9750H,7499,,,16G,1024G,GTX1660,小米京东自营旗舰店,1,6G,0,//item.jd.com/100005188209.html,0,1,i7, ,0,15.6,700,92
海尔,M4,1688,,,4G,64G, ,海尔奈朵专卖店,0, ,0,//item.jd.com/57121569803.html,0,0,, ,0,14,60,93
联想,P1,15999,,,16G,1024G, ,ThinkPad京东自营旗舰店,1,4G,0,//item.jd.com/100007508976.html,0,1,i7, ,0,15.6,300,92
联想,小新Pro13,3599,2980,300,16G,512G, ,联想华东授权专卖店,0, ,0,//item.jd.com/15065187992.html,0,0,R5, ,0,,800,94
雷神,一键强冷、21MM,7989,3000,300,,,GTX1660,Thunderobot雷神旗舰店,0, ,0,//item.jd.com/67267383651.html,0,1,i7,十代,0,,100,99
神舟,神舟战神Z7/Z7M十代i5/i7GTX1650/1660Ti独显IPS,4799,4900,600,16G,512G,GTX1650,神舟游戏本专卖店,0, ,0,//item.jd.com/32114127147.html,0,1,i5,十代,0,,400,95
Apple,MacBookPro,9168,,,,256G, ,APPLE翔合专卖店,0, ,0,//item.jd.com/21235096378.html,0,0,i5,八代,0,13.3,300,99
联想,ideapad15s,4299,3000,200,12G,512G,MX330,联想汇汉授权专卖店,0,2G,0,//item.jd.com/68370216187.html,0,0,i5,十代,0,15.6,10,100
华为,MateBookD,5099,,,8G,512G, ,科族数码专营店,0, ,0,//item.jd.com/68177468346.html,0,1,i5, ,0,,10,100
联想,V340,2799,3000,300,8G,256G, ,联想佳运汇通专卖店,0,2G,0,//item.jd.com/69235582638.html,0,1,i3,十代,0,15.6,10,100
机械师,机械师T58-V,6589,5000,300,6G,512G,GTX1660,MACHENIKE机械师旗舰店,0,8G,0,//item.jd.com/10260574953.html,0,1,i7,十代,0,,3600,98
微星,GT76,36999,,,8G,32G, ,微星游戏本京东自营官方旗舰店,1,8G,0,//item.jd.com/100006652914.html,0,0,i9,九代,0,17.3,40,92
雷神,五代新911,8299,,,16G,256G,GTX1660,雷神京东自营官方旗舰店,1, ,1,//item.jd.com/100004916198.html,0,0,i7,五代,0,16.6,4200,94
戴尔,XPS13-7390,9919,3000,20,8G,512G, ,戴尔官方旗舰店,0, ,0,//item.jd.com/65398481449.html,0,0,i5,十代,0,13.3,50,94
Asus,预售款同价直降200,2479,1499,30,,,GTX950,呱子二手笔记本电脑专营店,0,2G,0,//item.jd.com/65399708694.html,1,1,i5, ,0,,50,94
神舟,神舟战神Z8Z9/G8,6399,4900,600,16G,, ,神舟游戏本专卖店,0, ,0,//item.jd.com/11275912503.html,0,0,i7,十代,0,,500,97
神舟,预售款同价直降200,2279,1499,30,6G,, ,呱子二手笔记本电脑专营店,0,2G,0,//item.jd.com/65109241160.html,1,1,i5, ,0,15.6,100,84
雷神,i7-7700,3959,4499,100,8G,256G, ,优选二手电脑专营店,0,8G,0,//item.jd.com/42432478665.html,1,0,i5, ,0,15.6,200,92
联想,E15,6799,,,8G,512G, ,ThinkPad京东自营官方旗舰店,1,2G,0,//item.jd.com/65354864553.html,0,1,i7,十代,0,15.6,200,94
华硕,VivoBook,4399,,,8G,512G,MX230,华硕智凝专卖店,0,2G,0,//item.jd.com/61216278161.html,0,1,i5,十代,0,,100,92
宏碁,宏碁acer宏基A315,3499,3000,300,8G,512G, ,宏碁蓝星专卖店,0,8G,0,//item.jd.com/61146786910.html,0,0,,十代,0,15.6,20,100
机械师,机械师T90,6089,5000,300,8G,512G,GTX1650,MACHENIKE机械师旗舰店,0,4G,0,//item.jd.com/58738581133.html,0,1,i7,十代,0,17.3,100,97
联想,V110,1898,2020,200,8G,, ,联想扬天航电授权专卖店,0,2G,0,//item.jd.com/59376667239.html,0,1,, ,0,15.6,70,94
联想,S740,5699,,,8G,512G,MX250,联想京东自营旗舰店,1,8G,0,//item.jd.com/100010756268.html,0,1,i5, ,0,14,4400,91
华为,MateBook13,6988,,,16G,512G, ,科族数码专营店,0, ,0,//item.jd.com/67664942023.html,0,1,i7,十代,1,13,30,100
荣耀,MagicBook15,3899,,,8G,512G, ,荣耀京东自营旗舰店,1, ,0,//item.jd.com/100010079804.html,0,0,R7, ,0,15.6,2900,92
宏碁,S50,3599,3000,300,,512G,MX350,Acer宏碁旗舰店,0,2G,0,//item.jd.com/68646673177.html,0,0,i5,十代,0,15.6,90,95
华硕,VivoBook14,3679,2000,5,4G,128G, ,华硕电脑官方旗舰店,0, ,0,//item.jd.com/57359500408.html,0,0,i3, ,1,,40,95
戴尔,灵越/成就5000,6219,3000,20,8G,1024G,MX250,戴尔官方旗舰店,0, ,0,//item.jd.com/65529057427.html,0,1,i7, ,0,14,200,82
华硕,顽石6,3679,20,5,8G,256G, ,华硕汉腾专卖店,0,2G,0,//item.jd.com/64078545723.html,0,1,i3,八代,0,14,10,50
麦,金麦6,1999,2000,200,8G,128G, ,麦本本旗舰店,0, ,0,//item.jd.com/51426698637.html,0,0,, ,0,13.3,10,100
联想,小新13全新十代酷睿i5轻薄本2020,4299,2000,200,8G,512G,MX350,联想航电授权专卖店,0,8G,0,//item.jd.com/59778664215.html,0,1,i5,十代,0,,200,91
联想,E490,4999,,,8G,2176G, ,ThinkPad京东官方自营旗舰店,1,2G,0,//item.jd.com/52498637011.html,0,1,i5, ,0,14,1300,95
联想,X220,1099,,,8G,, ,星仔二手电脑专营店,0,8G,0,//item.jd.com/56512399607.html,1,0,i5, ,0,,100,100
联想,拯救者R7000,4599,2980,300,8G,512G,GTX1650,联想华东授权专卖店,0,4G,0,//item.jd.com/23775777470.html,0,1,i7, ,0,,200,95
惠普,星15,2799,3000,400,8G,256G, ,中港惠普电脑专卖店,0, ,0,//item.jd.com/57363358119.html,0,0,R3, ,0,15.6,50,100
联想,小新13全新十代CPU,4199,2980,300,8G,1024G,MX350,联想授权旗舰店,0,2G,0,//item.jd.com/16770177637.html,0,1,i5,十代,0,,800,96
惠普,X360,6439,5000,600,8G,512G, ,惠普永诚电脑专卖店,0, ,0,//item.jd.com/24162089168.html,0,0,i5,十代,1,13.3,300,98
iTSOHOO,流光银4G内存64GB硬盘+64G闪存窄边框轻薄本抢优惠券价格低至809元32G,999,300,40,4G,64G, ,iTSOHOO旗舰店,0, ,0,//item.jd.com/45347556405.html,0,0,, ,0,14,50,89
宏碁,墨舞X45,3989,,,8G,256G, ,宏碁商用京东自营旗舰店,1, ,0,//item.jd.com/100002942741.html,0,0,i5, ,0,14,200,92
宏碁,蜂鸟5,4989,,,8G,512G, ,宏碁京东自营旗舰店,1, ,0,//item.jd.com/100002674315.html,0,0,, ,1,15.6,300,90
惠普,ENVY13,4499,5000,600,8G,512G, ,惠普华辉专卖店,0, ,0,//item.jd.com/30540777636.html,0,0,R7, ,1,13.3,400,97
格莱富,grefu,1515,100,10,6G,512G, ,格莱富电脑旗舰店,0,5G,0,//item.jd.com/39968027606.html,0,0,,八代,0,15.6,40,96
惠普,星14,4499,5000,600,8G,512G,MX130,惠普华辉专卖店,0, ,0,//item.jd.com/41366188621.html,0,1,i5, ,1,,100,97
华硕,飞行堡垒7,3788,3000,300,8G,512G,GTX1650,华硕恩荣专卖店,0, ,0,//item.jd.com/12517934012.html,0,0,R5, ,0,15.6,4900,98
联想,X1,7699,1000,100,8G,256G, ,ThinkPad华东授权专卖店,0, ,0,//item.jd.com/52578635181.html,0,0,,十代,0,14,100,100
宏碁,墨舞X45,4699,,,8G,512G, ,宏碁商用京东自营旗舰店,1, ,1,//item.jd.com/100004697890.html,0,0,i5, ,1,14,100,89
麦,小麦5,1999,2000,200,4G,256G, ,麦本本旗舰店,0,8G,0,//item.jd.com/34533578057.html,0,1,, ,0,15.6,100,97
联想,T440P,3148,1998,50,16G,1024G, ,淘贝二手电脑专营店,0, ,0,//item.jd.com/36295210229.html,1,0,i7, ,0,,300,99
机械师,战空F117,8899,,,16G,512G, ,机械师京东自营旗舰店,1, ,0,//item.jd.com/100012180100.html,0,0,i7,十代,0,15.6,100,100
联想,R480,2599,1000,100,4G,256G, ,ThinkPad华中授权专卖店,0,4G,0,//item.jd.com/27150846059.html,0,0,i5, ,0,14,1200,98
机械革命,Z2,6569,,,16G,512G,GTX1650,机械革命京东自营官方旗舰店,1, ,0,//item.jd.com/100005900849.html,0,0,i7,十代,0,15.6,2700,93
戴尔,灵越5493/5593,5699,,,16G,256G,MX230,戴尔华宏创天专卖店,0, ,0,//item.jd.com/30114406025.html,0,1,i7, ,0,14,200,92
联想,E15,5149,,,8G,512G, ,ThinkPad上海授权专卖店,0,2G,0,//item.jd.com/62559771042.html,0,1,i5,十代,0,15.6,100,92
华硕,抢600,3799,3000,300,4G,512G, ,华硕蓝鸿笔记本专卖店,0,8G,0,//item.jd.com/59293840553.html,0,0,R5, ,0,15.6,2800,96
小米,满血,3189,1000,20,8G,512G, ,天泰数码专营店,0, ,0,//item.jd.com/60423784773.html,0,0,R5, ,0,,400,97
神舟,神舟战神Z7/Z7M十代i5/i7GTX1650/1660Ti独显IPS,4599,4900,600,16G,512G,GTX1650,神舟游戏本专卖店,0, ,0,//item.jd.com/32114127143.html,0,1,i5,十代,0,,3500,96
宏碁,墨舞X45,5989,,,16G,512G, ,宏碁商用京东自营旗舰店,1, ,0,//item.jd.com/100002942753.html,0,0,i7, ,1,14,100,94
苹果,15款13寸高清视网膜屏幕840-8G-256G,4323,1999,19,8G,256G, ,战友二手电脑专营店,0,8G,0,//item.jd.com/27930056753.html,1,0,, ,0,13,500,95
戴尔,燃5000成就5590,5619,300,20,8G,512G,MX250,戴尔奥莱专卖店,0,2G,0,//item.jd.com/64432328826.html,0,1,i7,十代,0,15.6,30,100
戴尔,燃5000成就5590,5919,300,20,16G,512G,MX250,戴尔奥莱专卖店,0,2G,0,//item.jd.com/64432328835.html,0,1,i7,十代,0,15.6,40,100
华为,MateBook13,5488,,,8G,512G, ,华为千百回专卖店,0, ,0,//item.jd.com/67100801703.html,0,1,i5,十代,1,13,50,100
联想,E15,6799,,,16G,512G, ,ThinkPad东南授权专卖店,0, ,0,//item.jd.com/64937182977.html,0,0,i7,十代,0,15.6,50,94
华硕,十代酷睿i5/i7,3899,2000,100,8G,512G,MX330,茂双笔记本旗舰店,0,2G,0,//item.jd.com/64525578630.html,0,1,i7,十代,0,,50,97
联想,小新15,6899,,,16G,1024G,MX350,联想有点授权专卖店,0, ,0,//item.jd.com/16230583051.html,0,1,i7,十代,0,15.6,5200,98
联想,小新15,4749,4000,400,16G,1024G,MX350,联想航电授权专卖店,0, ,0,//item.jd.com/44308114143.html,0,0,i5,十代,0,15.6,80,96
联想,T14s,10899,,,16G,1024G, ,ThinkPad京东官方自营旗舰店,1, ,0,//item.jd.com/69343476878.html,0,0,i7,十代,0,14,8,100
联想,小新15,3499,3000,200,8G,256G, ,联想西南授权专卖店,0,8G,0,//item.jd.com/28258923589.html,0,0,R5,三代,0,,50,97
海尔,简爱S11,1637,618,58,8G,128G, ,海尔奈朵专卖店,0, ,0,//item.jd.com/57128605448.html,0,0,, ,1,11.6,300,94
联想,IdeaPad15s,4999,,,,512G, ,联想电脑授权专卖店,0,2G,0,//item.jd.com/69493482330.html,0,1,,十代,0,15.6,5,100
机械师,战空F117,7999,,,8G,512G, ,机械师京东自营旗舰店,1, ,0,//item.jd.com/100006691549.html,0,0,i7,十代,0,15.6,10,100
苹果,戳我抢购视网膜屏高性价比MF840高速闪存256G,3848,1999,10,8G,128G, ,爱购二手电脑专营店,0, ,0,//item.jd.com/16279398501.html,1,0,i5, ,0,13.3,2300,99
惠普,薄锐ENVY13,4499,5000,600,8G,512G,MX350,惠普华辉专卖店,0,2G,0,//item.jd.com/16150928629.html,0,1,i5,十代,0,13.3,200,98
联想,T420,1699,,,8G,, ,爱回收二手商品专营店,0,8G,0,//item.jd.com/47474669249.html,1,1,i7, ,0,14,800,96
小米,配置4Ruby,3499,,,8G,1152G, ,爱回收二手商品专营店,0,2G,0,//item.jd.com/64201555293.html,1,1,i5,八代,0,15.6,100,100
Apple,MacBookPro,8899,6000,300,8G,256G, ,Apple爱豆专卖店,0, ,0,//item.jd.com/66808247251.html,0,0,i5, ,0,13.3,5,100
苹果,MacBookPro,3799,,,8G,128G, ,爱回收二手商品专营店,0,8G,0,//item.jd.com/51956680365.html,1,0,i5, ,0,13.3,100,100
联想,T460S,2789,,,8G,256G, ,雷纽二手商品专营店,0, ,0,//item.jd.com/54282706675.html,1,0,i5, ,1,14,300,94
联想,P53,9499,,,8G,2048G, ,ThinkPad京东自营旗舰店,1,4G,0,//item.jd.com/100005729347.html,0,1,i5, ,0,15.6,70,93
华为,无线鼠标+晒单送双肩包！~京仓发货,7388,,,16G,512G, ,华为德信专卖店,0, ,0,//item.jd.com/68703750870.html,0,1,i5, ,1,,10,90
联想,,3699,1000,100,16G,512G, ,联想授权旗舰店,0, ,0,//item.jd.com/13646778369.html,0,0,R5,十代,0,14,900,96
小米,MX250,5389,100,20,8G,512G,MX250,小米阳光专卖店,0,8G,0,//item.jd.com/35172785256.html,0,0,i5, ,0,15.6,100,95
